DRUGID,TARGETID,DRUGNAME
D05UYW,T20401,Dorzolamide
D0U5QK,T27812,Acetaminophen
D09BHB,T66665,Tolmetin
D0N1WU,T66665,Etodolac
D05FTJ,T66665,Mefenamic acid
D0R1QE,T22658,Ibuprofen
D02KRS,T95678,Amantadine
D07QCE,T97713,Azathioprine
D04FBR,T38529,Mycophenolate mofetil
D0W9MM,T28661,Vinblastine
D0V8QT,T21112,Chlorambucil
D03SSE,T86836,Mechlorethamine
D04VFJ,T89534,Toremifene
D03DEI,T11288,Sulfinpyrazone
D0T1XW,T69506,Meclizine
D09GYT,T29500,Methoxamine
D0C4HG,T12966,Levosimendan
D0L9YX,T12966,Dihydroxyaluminium
D0AO9S,T54128,Enflurane
D02LVZ,T65197,Darbepoetin alfa
D09PMV,T58454,"Interferon Alfa-2a, Recombinant"
D06SVW,T85435,Insulin recombinant
D03VXG,T85435,Insulin Lyspro recombinant
D06JGH,T94033,Pyridoxal Phosphate
D09PUL,T59045,L-Alanine
D07JVS,T64410,Cephalosporin
D0U5OB,T39078,Charybdotoxin
D0EJ6O,T86591,Ciprofibrate
D09QDP,T62151,Clorgyline
D0WD8M,T11448,Connexyn
D0P3SY,T84631,Danaparoid
D08CTT,T77913,Dimethindene
D0B1FE,T63068,SPI-1005
D0N5HJ,T82577,Enalaprilat
D03KOZ,T82266,Epalrestat
D04USC,T77913,Ergotidine
D0LC6K,T40016,Fluticasone
D0OT0O,T37847,Foscavir
D09UXE,T31751,Fosmidomycin
D00RJJ,T12475,Ganirelix
D09PEQ,T53601,Gentamicine sulfate
D0G8BV,T51426,Guggulsterone
D07DIM,T85943,Herbimycin A
D0BC2E,T11211,Hydroxyflutamide
D0E9CD,T94444,Isovanillin
D08VRO,T75984,Ketanserin
D0A6CQ,T44068,Levobetaxolol
D0M8PW,T77913,Levocetirizine dihydrochloride
D07JHH,T72657,Meclocycline
D08JZS,T77913,Mepyramine
D01NJI,T77913,Mepyramine maleate
D0B9EJ,T86836,Mitomycin A
D06MAJ,T77913,Mizolastine
D0OB0F,T85943,Bosutinib
D07KHH,T67684,LAS-34273
D00GNJ,T97947,Linaclotide
D03GOI,T36075,Liraglutide
D01JMC,T83813,Lorcaserin
D0B8QB,T69494,Magnesium
D06DLI,T31309,MCI-186
D06WKA,T97947,MD-1100
D0O1TC,T60529,Gamma-Homolinolenic acid
D0R1CR,T62390,L-Phenylalanine
D01CRB,T62390,L-Tyrosine
D0O2WB,T30082,Pyridostigmine
D03KYG,T82577,Perindopril
D0NE9T,T84631,Fondaparinux sodium
D08IFL,T03403,Meclofenamic acid
D07JGT,T96144,Nalidixic Acid
D0T0LU,T80896,Conjugated Estrogens
D08HZC,T93783,Penicillamine
D0L6JE,T85435,Insulin-lispro
D0O5SZ,T79961,Homatropine Methylbromide
D04RGA,T99954,Dinoprost Tromethamine
D00NNC,T10147,Etidronic acid
D05LEO,T79249,Fluorouracil
D0H6TP,T97035,Monobenzone
D0B0CP,T67162,Chlorprothixene
D04XPW,T55959,Cocaine
D0H5DU,T79961,Oxyphencyclimine
D0OK5I,T79961,Tridihexethyl
D07CNL,T79961,Anisotropine Methylbromide
D0G5AG,T40111,Mizoribine
D0Q4TK,T31230,Morantel tartrate
D05VIL,T23547,Nalmefene
D0O6IZ,T67162,Naphazoline
D0O2SR,T02777,Nicorandil
D06NVJ,T06273,Nicotinamide
D07UBG,T74456,Olmesartan medoxomil
D08PCE,T31230,Oxantel pamoate
D0AJ5L,T77913,Oxatomide
D0K8KX,T30653,Quercetin
D0W9ZF,T67162,Quinagolide
D0G6VL,T32060,Sarpogrelate
D08HQK,T43739,Tetracaine
D0C7ET,T72065,Tetrodotoxin
D0S7DV,T40111,Tiazofurin
D00CSQ,T53748,Triclosan
D06BCB,T56367,Vinpocetine
D0X5ZI,T23499,Ambrisentan
D06YYD,T92687,Dexlansoprazole
D0A5SE,T40954,Febuxostat
D09NMD,T07485,Lasofoxifene
D04ASH,T12475,Leuprorelin acetate
D08VSI,T16156,Revolade/Promacta
D07YWY,T85605,Nafronyl
D04MSM,T29303,Carbamazepine
D02HFD,T10362,Glutathione
D07JVL,T75440,Diazepam
D0TL1L,T60810,Fendrix
D0NS6H,T30082,Donepezil
D0A8XY,T55959,Altropane
D0B6GW,T82349,Diphtheria-tetanus vaccine
D0TV9K,T79961,Propiverine
D0J0KD,T19414,Fibrinolysin
D0O5YZ,T51408,Mepindolol
D00WUF,T84316,Pregabalin
D09NNH,T01777,Dihydroergocristine
D0AW9T,T94033,ATryn antithrombin
D09SRR,T47077,Unoprostone
D04EYG,T20761,Ranibizumab
D0JY3V,T34772,Racecadotril
D0W1DI,T16156,AS-1670542
D0F5ZM,T84665,Imidazole salicylate
D0Y6NL,T60810,Arepanrix
D0G3EC,T19414,Baquting
D04GPZ,T51038,Hyaluronidase (ovine)
D05LQX,T75797,BOL-303259-X
D0F6GV,T75984,Perospirone
D0P2GK,T12808,Sodium phenylbutyrate
D0P5AE,T82739,Ecallantide
D0X4JN,T03403,Pelubiprofen
D0O4RQ,T60810,Focetria A(H1N1)
D07TGY,T83011,Indeloxazine
D0H6QU,T67162,Apomorphine
D0KT3X,T19414,Thrombin/fibrinogen matrix patch
D00KRE,T06438,Olsalazine
D0D1SG,T40016,Prednisolone
D0U6BJ,T10362,Desoxyribonuclease
D0T7WL,T29303,Pirmenol
D0N6YV,T89534,Cenestin
D05ZSB,T15117,Ovine corticotropin-releasing hormone
D05BMG,T99524,Amphetamine
D06ORU,T29303,Butacaine
D0R1DH,T09130,Oxybutynin hydrochloride
D0U5CE,T83193,Capsaicin
D0UL2L,T03403,Lornoxicam
D0Z2YQ,T31133,Patiromer calcium
D0M3FJ,T66237,Oxytocin
D0D5GD,T28722,Flumazenil
D06XZR,T85605,Pizotyline
D0K7SX,T99948,Avelumab
D04YXL,T02808,PEGylated IFN beta 1-a
D01XBA,T89534,Raloxifene
D0BV3J,T59604,Macimorelin
D0G4BI,T73726,Efinaconazole
D0C4NY,T89534,Promestriene
D02XSA,T28722,Stiripentol
D00OGX,T71556,Anapsos
D03VFL,T53585,TOCOTRIENOL
D0AE3X,T31424,Brimonidine
D05YAG,T82795,Recombinant human endostatin
D09PZZ,T29999,Lypressin
D0K0EK,T63484,Prasterone
D0JY8T,T89534,Bazedoxifene
D0P8QN,T83369,Recombinant Factor IX
D0U7SH,T79232,Desmopressin
D0CH4A,T24373,SBC-102
D0PG8O,T23547,Naltrexone
D0L7QB,T45598,Alfaferone
D0V9ZG,T57361,Cetraxate
D0MG1Y,T79961,Belladonna
D06OFS,T01777,Rilmenidine
D08TPS,T59328,Epidermal growth factor
D0Y7EM,T03403,Felbinac
D0W9GA,T89534,Levormeloxifene
D07FND,T53640,Nabi-HB
D0U1TA,T65197,RHuEPO
D0Z4EI,T40016,Mifepristone
D0Y3VQ,T85435,Ryzodeq
D0H5MB,T51408,Bopindolol
D0R6RE,T89534,Esterified estrogens
D0V3SB,T01840,Prolastin
D07JWT,T67162,Perazine
D02QQT,T60810,Quattvaxem
D07QLG,T15117,Oxilofrine
D05KZK,T46185,SMT-D002
D0X0WU,T62945,Tolperisone
D00BZJ,T71086,Trumenba
D0LR4B,T03403,Loxoprofen gel
D06YPU,T03403,Dexibuprofen
D07KFG,T94033,Human prothrombin complex concentrate
D0Z4BH,T60810,Celtura
D08XYX,T20297,Aprotinin
D0SZ6E,T80975,YN-968D1
D06MRY,T28925,Enteric-coated mycophenolate sodium
D0P8MI,T73760,Suplatast tosilate
D06ULU,T31621,Sucralfate
D0E8LT,T79961,Prifinium
D00GNI,T62206,REGN-727
D0U4XJ,T73726,Luliconazole
D04SOA,T60810,H1N1 pandemic influenza A vaccine
D0RM9Q,T83011,Budipine
D08HVR,T67162,Levodopa
D0DJ1B,T60529,Naproxen
D0CH1U,T19615,Interleukin-3
D01OXI,T86836,DTI-015
D0K3VA,T22839,Erdosteine
D0F0RR,T60810,GSK2592984A
D01PQM,T30014,Vaccinia immune globulin
D05CKR,T66665,Nabumetone
D09PPG,T85435,Metformin arginine-hemisuccinimide
D0Q2XF,T47077,Bimatoprost
D0C2II,T13201,Methazolamide
D03IUY,T89534,Estropipate
D0DV4J,T19414,Beriplast-P
D0G7FJ,T66665,Meloxicam
D09SSC,T51408,Nipradilol
D0D6NQ,T60810,HEV-239
D0N3UG,T51038,Hylenex
D00DPJ,T01777,Amezinium
D09ZOQ,T09130,Incruse Ellipta
D0LZ7E,T62094,TP-434
D0UX6Z,T73476,Heparin Sodium
D01ZOG,T38161,Difluprednate
D0K3XP,T65197,Methoxy polyethylene glycol-epoetin beta
D0M1CZ,T92777,Rh-alphaglucosidase
D06CZJ,T28993,Idursulfase
D01ICU,T89534,Conjugated estrogens b
D07WXE,T21447,L-alanyl-l-glutamine
D0M2BR,T14602,Factor 8
D06VYE,T09826,Belotecan hydrocholoride
D0F3LS,T82841,Insulin determir
D0Y5ZA,T95339,Arteether
D0A2RG,T89534,Conjugated estrogens a
D0H2MO,T34318,Colforsin daropate hci
D06OSM,T85605,Tandospirone
D0RA9E,T84160,Ramosetron
D0V7WS,T75243,Zotarolimus
D0U7HJ,T84631,Certoparin sodium
D0C9IW,T43332,Factor viia
D0M2YE,T53024,Lanreotide acetate
D02DSZ,T82577,Temocapril hydrochloride
D0K2TB,T67162,Docarpamine
D0Z4PE,T86836,Zinostatin stimalamer
D0N3NZ,T48069,Somatomedin-1
D0S0ES,T82577,Imidapril
D03TGJ,T14342,Sorivudine
D0S2IQ,T76213,Sapropterin hydrochloride
D03VNX,T17758,Pro-urokinase
D07JPC,T78937,Arbekacin
D0V7XF,T67162,Dopexamine
D0G8QW,T82577,Delapril
D08PSU,T84631,Lmw heparin
D0Q9ON,T67162,Denopamine
D0X5SJ,T82577,Alacepril
D0T8EH,T86836,Pirarubicin
D0J6WX,T79961,Flutropium bromide
D06QDR,T79961,Choline alfoscerate
D0K6MW,T82349,Teicoplanin
D0UA0I,T32060,Metergolin
D0V2JK,T89534,Nomegestrol acetate
D0M5RF,T89534,Gestrinone
D0M9QK,T12427,Beta-acetyldigoxin
D0N2BX,T84631,Nadroparin calcium
D02KIE,T79961,Cimetropium bromide
D0N3UL,T03403,Fosfosal
D0U9QU,T67162,Ibopamine hci
D0AY7K,T15117,Celiprolol hcl
D06REO,T15117,Befunolol hci
D0D4IH,T79961,Oxitropium bromide
D0JO3U,T21112,Elliptinium acetate
D0Q2WS,T15117,Terbutyline
D0L4SD,T12427,Alpha-acetyldigoxin
D0T3NB,T03917,Sanguinarine
D0L0MK,T29303,Pachycarpine
D0KN2M,T41263,Cynarin
D05ZJG,T79961,Anisodine
D06VFO,T44068,Anisodamine
D01JGV,T44068,Ajmalicine
D02LZB,T64258,Demecolcine
D0H0SJ,T86836,Neocarzinostatin
D0JO8Z,T89534,Fosfestrol
D06EPF,T65868,Plicamycin
D03YLZ,T88338,Thiamphenicol
D0J5TS,T75499,Carzinophilin
D0TY5N,T78111,Cotinine
D00BLL,T28893,Fesoterodine fumarate
D0XE1C,T77365,Regadenoson
D03ZBT,T90848,Crizotinib
D0QK5X,T11211,Enzalutamide
D09CGE,T87024,Florbetapir F-18
D0Y9EW,T99089,Vemurafenib
D0W7WC,T55654,Ivacaftor
D02GJZ,T55959,Ioflupane i-123
D05ZPL,T32387,Polidocanol
D0KG3R,T84631,Rivaroxaban
D02EZM,T54128,Fospropofol disodium
D0EG1I,T23172,Tofacitinib
D0Y4QG,T52771,Bedaquiline
D0Y5JC,T07663,Avanafil
D0X5UN,T51408,Mirabegron
D0N0OU,T02246,Deferiprone
D02JIS,T21945,Iobenguane I-123
D0H0WK,T63068,Gadofosveset
D00WVW,T30082,YM443
D08VRX,T59604,GHRP-2
D0T2PL,T34234,Calcitriol
D01UFN,T34234,Falecalcitrol
D00NPT,T86528,Minodronate
D04LCQ,T75797,Tafluprost
D0M4XY,T78937,Omacetaxine mepesuccinate
D0C9ET,T70792,Aflibercept
D0P4PZ,T62501,Glucarpidase
D09WDK,T98913,Tbo-Filgrastim
D0Y7XG,T91696,Ocriplasmin
D00RCI,T34843,Teduglutide
D0G6HA,T84173,Taliglucerase alfa
D09WCM,T63598,Spinosad
D06LNW,T30520,Fidaxomicin
D0G5ET,T84173,Velaglucerase alfa
D0G3PI,T82146,Alitretinoin
D0Q9HF,T09130,Acetylcholine
D0SV8E,T35465,Methotrexate
D0T1WN,T51487,Zolpidem
D03ZFN,T55922,Tromethamine
D07INV,T13201,Ethoxzolamide
D0J4GO,T13201,Dichlorphenamide
D0X9RY,T66350,Benzoic Acid
D0S1ZB,T84581,Fotemustine
D07XVN,T96144,Dexrazoxane
D0OR2L,T76369,Cholic Acid
D0RA5Q,T03691,Bestatin
D02DPU,T32060,Aniracetam
D06HZY,T59720,Fructose
D0B2WJ,T60857,Flufenamic Acid
D0G1WL,T53585,PITAVASTATIN CALCIUM
D00SVU,T84160,Y-25130
D08ALK,T55815,Cisatracurium
D03ZBN,T33754,Olprinone
D07VLY,T96144,Doxorubicin
D0F4NS,T79232,Mozavaptan
D0K8CI,T82266,Otilonium bromide
D01XWG,T21112,Daunorubicin
D0Z9QR,T14342,Zalcitabine
D0CQ0Z,T64795,Penfluridol
D04QSJ,T59679,R0-93877
D04QZD,T72065,Eslicarbazepine
D0M8PD,T80896,Estrogen
D0T6WN,T43739,Rilpivirine
D05PHH,T20297,Gabexate
D00OTT,T57011,ISIS 1570
D03UOT,T97035,Hydroquinone
D04YZL,T31424,Sodium chloride
D0I0DL,T76414,Alpha 1-PI
D0O2YE,T59679,HTF 919
D02EHV,T85435,Human neutral insulin
D06XWB,T69494,Huperzine A
D09EBL,T97587,Antegren
D03DAP,T12819,Flecainide
D0N4PZ,T86528,Incadronate
D0I8FI,T95385,Isoproterenol
D0F5OR,T88338,Spiramycin
D0O5WD,T14558,Lactoferrin
D02ZJI,T52522,Levalbuterol
D0B9JO,T45262,Telavancin
D0K8IX,T58921,Thiazolidinedione
D0Y7OJ,T23499,LU302146
D0A9KF,T99641,Calcium carbimide
D0O1UZ,T44351,Cannabidiol
D09NYS,T71398,Methylene blue
D0K0VO,T78709,Urapidil
D0Y7DP,T59929,Uridine
D03KPZ,T96144,Ciprofloxacin+dexamethasone
D0U0VU,T92609,SILODOSIN
D04DKH,T92609,NAFTOPIDIL
D0Y7KH,T12475,Degarelix
D0K1QD,T43920,Sulfamylon
D0KS6W,T46828,Phenyltoloxamine
D0E0SW,T33754,Enoximone
D0E9PK,T41580,MOXONIDINE
D03TTQ,T89529,TRYPAN BLUE
D0L0ZF,T20251,VESNARINONE
D0ZX1P,T84621,FADROZOLE
D03VPC,T33754,Cilostazol
D01PZD,T23666,Romiplostim
D04MWJ,T67684,Methacholine Chloride
D0T6QX,T32060,ZOTEPINE
D06LOQ,T80896,ARZOXIFENE
D0N3ZJ,T29303,LOMERIZINE
D0V8PA,T86528,NERIDRONIC ACID
D0L7VL,T29303,LIDOFLAZINE
D0L1OY,T34429,ALCURONIUM
D09LSX,T06273,KU-0058948
D03MNN,T59328,SKI-758
D09VAZ,T31992,TRIENTINE
D02VMJ,T30372,TRICLABENDAZOLE
D0T9TJ,T94309,Orlistat
D0G6SE,T09909,ANGIOTENSIN II
D0K0AT,T74456,SARALASIN
D06HCP,T95139,MELARSOPROL
D0SH3I,T69707,Bortezomib
D05IPF,T31391,Kombiglyze XR/Komboglyze FDC
D07LCF,T47768,Naloxegol
D0E6AF,T86836,Radium-223-Dichloride
D0A7MY,T95498,TECFIDERA
D0LW4O,T02808,PLEGRIDY
D09HNV,T52624,Intedanib
D0C3BS,T84631,DU-176b
D00GOV,T59631,Nivolumab
D0L7AS,T76685,NABILONE
D07NJN,T32578,Siltuximab
D0J5VR,T67849,Idelalisib
D07DMY,T59631,MK-3475
D00QEP,T37539,Inotuzumab ozogamicin
D00PBX,T31309,GDC-0199
D0J8IJ,T14908,Eliglustat tartrate
D03SFU,T78709,TERTATOLOL
D0IG4I,T08910,THIOCOLCHICOSIDE
D0NF1U,T73712,FENOFIBRIC ACID
D04LVK,T56418,Ceritinib
D00SLY,T79961,Umeclidinium
D0V4ZN,T67977,Cobicistat/darunavir
D0Q5UQ,T02246,Exjade
D08NMV,T22095,Ixekizumab
D02RXG,T60693,Nalfurafine hcl
D0RV4P,T10877,Daratumumab
D09KTS,T25005,Ibrutinib
D0G8PA,T39147,MK-8228
D0R7WU,T46185,ACECLIDINE
D00VZZ,T28722,Allopregnanolone
D09QZS,T53524,Olaratumab
D0W2HD,T06955,Mogamulizumab
D03YVO,T47768,Methylnaltrexone bromide
D0S5YC,T99799,MEPTAZINOL
D0V8HJ,T62431,Fostamatinib
D06XXH,T59328,Dacomitinib
D09HVD,T80975,Ramucirumab
D0S8WA,T73215,Obinutuzumab
D0X4BZ,T66030,Virulizin
D0CF0Y,T47094,Rolapitant
D03IDU,T89529,Hydrogen peroxide
D06TJJ,T70680,FLUORESCEIN
D0C3SW,T86057,Lesinurad
D05DZR,T98052,Elotuzumab
D03WPP,T59328,Necitumumab
D0T8XB,T31391,Anagliptin
D03NAW,T36075,Dulaglutide
D00FGR,T31479,Miltefosine
D0U7GP,T51115,RAUWOLFIA SERPENTINA ROOT
D0Z9EO,T17163,Metreleptin
D02ULU,T36075,Semaglutide
D09QBG,T46937,Cangrelor
D0I7PO,T74456,Micardis telmisartan
D03FCF,T75243,Novolimus
D0S9QA,T99727,Ivabradine
D0N2SR,T99954,Selexipag
D0L2CI,T82841,Insulin degludec
D02VJP,T67977,Cobicistat
D0H2JP,T47768,Buprenorphine + naloxone
D02QCD,T55959,DEXMETHYLPHENIDATE HYDROCHLORIDE
D06LHG,T60529,FENBUFEN
D03WEX,T27812,Vortioxetine
D0J5RN,T53381,Armodafinil
D0Q5MQ,T97613,Tasimelteon
D01AJY,T42446,Baclofen
D02HWP,T60693,CHLOROXINE
D0I9HF,T38338,Hesperidin
D01XOD,T75440,Alpidem
D0Z2RA,T59845,Cantharidin
D0RX7Z,T30081,DEOXYCYTIDINE
D04UTT,T52522,Olodaterol
D0L0GM,T52522,Vilanterol
D0A3ZU,T29064,Pomalidomide
D00AOJ,T23459,Docosanol
D00AXJ,T73726,Miconazole
D00DEF,T99524,Lisdexamfetamine
D00EEL,T27376,Gaboxadol
D00FGO,T86836,Melphalan
D00HPD,T37539,Moxetumomab pasudotox
D00IBN,T60529,Piroxicam
D00JRA,T93662,Asenapine
D00KFB,T46360,Dextromethorphan Polistirex
D00LFB,T52522,Ritodrine
D00OVU,T69485,Suvorexant
D00STL,T38284,Nilotinib
D00TLP,T03896,Simeprevir
D00TRV,T40696,Besifloxacin
D00USF,T78709,Trazodone
D00UVA,T69707,Carfilzomib
D00VFE,T74456,Saralasin Acetate
D00XPC,T68066,Halobetasol Propionate
D00XUN,T74429,Etidronate Disodium
D00YZD,T39087,Dolutegravir
D00ZCN,T73189,Caspofungin
D01AHO,T12475,Abarelix
D01AYJ,T78173,Terbinafine
D01CYA,T86836,Bendamustine hydrochloride
D01DBQ,T96144,Teniposide
D01IWS,T82841,Inulin
D01IXD,T40696,Finafloxacin
D01KQA,T60693,Nalbuphine
D01MML,T69707,MLN9708
D01MUR,T53378,Brinzolamide
D01PJR,T12819,Tocainide
D01QGX,T67162,Lurasidone hydrochloride
D01TNW,T30085,Dapagliflozin
D01WJL,T17345,Aminosalicylic Acid
D01XDL,T96144,Idarubicin
D01XNB,T92687,Omeprazole
D01ZJK,T73476,Ardeparin
D01ZRI,T80975,Axitinib
D02CJX,T72168,Desoxycorticosterone Acetate
D02DMQ,T11072,Eletriptan
D02DWM,T32862,Amphotericin B
D02FCQ,T44068,Protokylol Hydrochloride
D02IIE,T34743,Penicillin V Potassium
D02IQY,T62151,Ergoloid mesylate
D02JDL,T94692,Porfimer Sodium
D02JNM,T68066,Desonide
D02JYA,T27999,Raxibacumab
D02KBD,T28722,Mebutamate
D02KMO,T67952,Pinacidil
D02MLW,T67952,Ibutilide
D02NEH,T59604,Ibutamoren
D02NJA,T65570,Fomepizole
D02OZY,T28722,Metharbital
D02PIO,T90828,Benralizumab
D02PMO,T09826,Topotecan
D02QCM,T32247,Calcitonin Human
D02QJH,T40016,Fluocinolone Acetonide
D02RIV,T49814,Hydroxystilbamidine Isethionate
D02RSN,T40696,Levofloxacin
D02STN,T89041,ABIRATERONE
D02TLO,T86836,Ifosfamide
D02UFG,T52522,Metaproterenol Sulfate
D02WCI,T97257,Pirfenidone
D02XOK,T27812,Levomilnacipran
D02YPG,T28722,Etomidate
D03BLF,T40016,Triamcinolone
D03CQE,T40696,Gatifloxacin
D03CUF,T49814,Furazolidone
D03DDR,T12819,Quinine
D03DXN,T27265,Polyestradiol Phosphate
D03EDQ,T66505,Vismodegib
D03EER,T60606,Thyrotropin
D03FIL,T82841,Insulin Zinc Susp Recombinant Human
D03HCZ,T47768,Propoxyphene Hydrochloride
D03HJK,T53601,Zithromax
D03HYQ,T89034,Ranolazine
D03IGH,T56915,Darunavir
D03JSJ,T27445,Mupirocin
D03LWO,T94033,Desirudin Recombinant
D03MTN,T78585,Mepolizumab
D03NHW,T22348,Ofloxacin
D03NPH,T75440,Quazepam
D03NTJ,T07806,Prolixin decanoate
D03SXE,T40016,Betamethasone Valerate
D03TIS,T88023,Brentuximab vedotin
D03TPR,T98933,Dextrothyroxine Sodium
D03UVS,T38301,Gemcitabine
D03WPA,T22348,Trovafloxacin
D03XOC,T80896,Trilostane
D03ZTE,T51426,Chenodiol
D03ZZK,T68066,Fluocinonide
D04AAW,T37847,Cidofovir
D04BNP,T75440,Temazepam
D04JCN,T67162,Pergolide
D04LHJ,T67684,Methscopolamine Bromide
D04LKS,T74363,Ruxolitinib
D04OSE,T82266,Nifedipine
D04SFH,T68066,Medrysone
D04UKC,T19693,Riociguat
D04VXN,T33193,Moxalactam Disodium
D04WFD,T27812,Nortriptyline
D04XVN,T23003,Trametinib
D04YHR,T84575,Samarium Sm-153 Lexidronam Pentasodium
D05BJD,T77009,Motexafin gadolinium
D05BXY,T74002,Talimogene Laherparepvec
D05CHI,T17003,Rifabutin
D05FGG,T74456,Azilsartan
D05GKD,T83813,Tramadol
D05LBU,T87023,Ticlopidine
D05LTY,T20178,Enbrel
D05LYX,T91480,Glibenclamide
D05MBZ,T92609,Tamsulosin
D05MFA,T37847,Valacyclovir Hydrochloride
D05MKA,T36075,Lixisenatide
D05OFX,T72065,Lacosamide
D05PUD,T61698,Aldesleukin
D05QNO,T04689,Decamethonium
D05RXI,T40016,Hydrocortamate
D05SBO,T89361,LY2835219
D05SHK,T44068,Nadolol
D05UHF,T02119,Galsulfase
D05XGO,T67162,Cariprazine
D05ZGQ,T77913,Dexchlorpheniramine Maleate
D05ZTJ,T47768,Anileridine Hydrochloride
D06ALD,T30085,Empagliflozin
D06BEP,T75440,Chlordiazepoxide
D06CDO,T27812,Chlorphentermine Hydrochloride
D06CNP,T89041,Abiraterone acetate
D06CWH,T40016,Betamethasone Benzoate
D06EMT,T13259,Chlormerodrin
D06EZI,T48472,Capreomycin Sulfate
D06FPQ,T11072,Frovatriptan
D06GBQ,T06770,Enfuvirtide
D06GDY,T27812,Paroxetine
D06IAR,T86679,Adenosine
D06IIB,T68066,Halcinonide
D06NSA,T28722,Thiamylal
D06PSS,T67952,Nateglinide
D06RFG,T22939,Estradiol valerate/dienogest
D06SBB,T03313,Basiliximab
D06TOE,T73189,Micafungin
D06XHC,T68066,Amcinonide
D06ZIT,T05196,Pegloticase
D06ZPS,T63068,Oxyphenbutazone
D07ACT,T34743,Ceftriaxone
D07BCT,T62094,Tobramycin
D07CWD,T38301,Hydroxyurea
D07DVK,T68066,Beclomethasone
D07GRH,T48940,Ciclopirox
D07HOB,T09826,Irinotecan
D07HQC,T55959,Modafinil
D07HVY,T14342,Efavirenz
D07IQS,T56915,Atazanavir
D07MVK,T39610,Halofantrine
D07NGZ,T82841,Insulin-glargine
D07PCI,T75797,Carboprost Tromethamine
D07SUG,T86836,Busulfan
D07TQV,T14342,Lamivudine
D07VBA,T89534,Estradiol Valerate
D07WEP,T67952,Diazoxide
D07WFK,T91480,Acetohexamide
D07WZH,T34743,Cephaloglycin
D07XVR,T57680,Sodium nitroprusside
D08BTB,T77796,protirelin
D08DFX,T30085,Canagliflozin
D08EBN,T38052,Nitazoxanide
D08ENK,T82841,Insulin Susp Isophane Recombinant Human
D08HPZ,T93440,Tocilizumab
D08HUC,T52522,Isoetharine
D08KBK,T53601,Tedizolid
D08KVZ,T27812,Sibutramine
D08NWC,T63934,Peginterferon alfa-2b
D08PIQ,T40016,Methylprednisolone
D08SJZ,T86528,Ibandronate
D08XAC,T32862,Nystatin
D08XFV,T75440,Flurazepam
D08YIN,T67952,Dalfampridine
D09DBY,T42000,Rilonacept
D09DWL,T51487,Zaleplon
D09EGZ,T07289,Chloroquine
D09ELP,T82266,Clevidipine butyrate
D09GOS,T56923,Clotrimazole
D09IEE,T68066,Prednicarbate
D0E1WI,T47768,Fentanyl
D09KLR,T86528,Alendronate
D09LNI,T73726,Fluconazole
D09LZT,T67162,Levomepromazine
D09QVV,T68536,Vincristine
D09RHQ,T43739,Ropivacaine
D09VXM,T55654,Crofelemer
D09WKB,T94033,Anisindione
D09ZIO,T50688,Eptifibatide
D09ZSO,T59122,Alefacept
D09ZXR,T58992,Eluxadoline
D0A0FL,T43739,Bupivacaine
D0A1AS,T07485,Palivizumab
D0A1CB,T66040,Cefepime
D0A1PX,T66665,Flurbiprofen
D0A2GM,T73476,Heparin Calcium
D0A2ZX,T49814,Metronidazole
D0A4YE,T19244,Sulfaphenazole
D0A5LH,T34743,Penicillin G Procaine
D0AD5C,T92777,Acarbose
D0AO5H,T17345,Trimethoprim
D0AO6B,T67162,Piperacetazine
D0B0SH,T33754,Oxtriphylline
D0B4DC,T78173,Butenafine
D0B5MP,T91442,Aciclovir
D0B6TW,T17345,Leucovorin Calcium
D0B7EB,T96144,Etoposide
D0BK4X,T76024,Cinryze
D0BN9X,T50688,Tirofiban
D0BP9C,T14342,Etravirine
D0C0SK,T83386,Pyrimethamine
D0C4LF,T99031,ARRY-162
D0C4RB,T68536,Taxol
D0C6DT,T92687,Esomeprazole
D0C8EU,T86836,Temozolomide
D0C8FX,T87975,Pyrithione Zinc
D0C9XJ,T96144,Epirubicin
D0CT9C,T86836,Cyclophosphamide
D0CZ1Q,T68066,Desoximetasone
D0D3DU,T17345,Methotrexate Sodium
D0D4HN,T96144,Podofilox
D0D4YZ,T05152,PSI-7977
D0DT5E,T34743,Cephalothin Sodium
D0E0OG,T75440,Lorazepam
D0E1SW,T13201,Acetazolamide
D0E8UO,T17758,Urokinase
D0E9JM,T93878,Potassium Chloride
D0EN0G,T81905,Histamine Phosphate
D0EP0C,T72168,Spironolactone
D0EP8X,T42446,Gamma Hydroxybutyric Acid
D0EV6T,T56915,Tipranavir
D0F1DY,T36075,Albiglutide
D0F6EO,T82349,Amoxicillin
D0F7AJ,T38179,Ceftolozane/tazobactam
D0F7AT,T79961,Cryptenamine Acetates
D0F7NQ,T68066,Flumethasone Pivalate
D0F7NZ,T31424,Guanidine Hydrochloride
D0F8CM,T28076,Pentosan Polysulfate
D0F9BY,T73189,Anidulafungin
D0F9GE,T07663,Dipyridamole
D0FJ8A,T02246,Deferoxamine Mesylate
D0FX2Q,T30938,Rifamycin
D0G1VX,T55689,BENZYL BENZOATE
D0G3AQ,T75440,Prazepam
D0G6SD,T14342,Delavirdine
D0G8NN,T67162,Pramipexole
D0H2DQ,T00494,Probucol
D0H8QL,T21945,Mazindol
D0HF0W,T74166,Levopropoxyphene Napsylate Anhydrous
D0I0RJ,T55094,Amiloride
D0I0VI,T63068,Albumin Human
D0I1FQ,T39087,Raltegravir
